date,item,qty
2023-11-18,Classic New York Cheesecake,16
2023-11-18,Green Detox Smoothie,5
2023-11-18,Cold Brew Coffee,13
2023-11-19,Crispy Vegetable Spring Rolls,19
2023-11-19,Truffle Parmesan Fries,16
2023-11-19,Spicy Buffalo Wings,9
2023-11-19,Grilled Salmon Quinoa Bowl,9
2023-11-19,Beyond Meat Vegan Burger,14
2023-11-19,Chicken Tikka Masala,4
2023-11-19,Vegan Chocolate Mousse,19
2023-11-19,Classic New York Cheesecake,18
2023-11-19,Green Detox Smoothie,15
2023-11-19,Cold Brew Coffee,17
2023-11-20,Crispy Vegetable Spring Rolls,1
2023-11-20,Truffle Parmesan Fries,7
2023-11-20,Spicy Buffalo Wings,19
2023-11-20,Grilled Salmon Quinoa Bowl,3
2023-11-20,Beyond Meat Vegan Burger,19
2023-11-20,Chicken Tikka Masala,5
2023-11-20,Vegan Chocolate Mousse,15
2023-11-20,Classic New York Cheesecake,21
2023-11-20,Green Detox Smoothie,23
2023-11-20,Cold Brew Coffee,14
2023-11-21,Crispy Vegetable Spring Rolls,10
2023-11-21,Truffle Parmesan Fries,10
2023-11-21,Spicy Buffalo Wings,10
2023-11-21,Grilled Salmon Quinoa Bowl,6
2023-11-21,Beyond Meat Vegan Burger,8
2023-11-21,Chicken Tikka Masala,12
2023-11-21,Vegan Chocolate Mousse,14
2023-11-21,Classic New York Cheesecake,8
2023-11-21,Green Detox Smoothie,18
2023-11-21,Cold Brew Coffee,25
2023-11-22,Crispy Vegetable Spring Rolls,14
2023-11-22,Truffle Parmesan Fries,25
2023-11-22,Spicy Buffalo Wings,25
2023-11-22,Grilled Salmon Quinoa Bowl,19
2023-11-22,Beyond Meat Vegan Burger,3
2023-11-22,Chicken Tikka Masala,8
2023-11-22,Vegan Chocolate Mousse,23
2023-11-22,Classic New York Cheesecake,18
2023-11-22,Green Detox Smoothie,20
2023-11-22,Cold Brew Coffee,25
2023-11-23,Crispy Vegetable Spring Rolls,20
2023-11-23,Truffle Parmesan Fries,21
2023-11-23,Spicy Buffalo Wings,13
2023-11-23,Grilled Salmon Quinoa Bowl,15
2023-11-23,Beyond Meat Vegan Burger,19
2023-11-23,Chicken Tikka Masala,11
2023-11-23,Vegan Chocolate Mousse,22
2023-11-23,Classic New York Cheesecake,21
2023-11-23,Green Detox Smoothie,10
2023-11-23,Cold Brew Coffee,8
2023-11-24,Crispy Vegetable Spring Rolls,1
2023-11-24,Truffle Parmesan Fries,12
2023-11-24,Spicy Buffalo Wings,6
2023-11-24,Grilled Salmon Quinoa Bowl,0
2023-11-24,Beyond Meat Vegan Burger,17
2023-11-24,Chicken Tikka Masala,5
2023-11-24,Vegan Chocolate Mousse,0
2023-11-24,Classic New York Cheesecake,11
2023-11-24,Green Detox Smoothie,2
2023-11-24,Cold Brew Coffee,24
2023-11-25,Crispy Vegetable Spring Rolls,11
2023-11-25,Truffle Parmesan Fries,20
2023-11-25,Spicy Buffalo Wings,6
2023-11-25,Grilled Salmon Quinoa Bowl,13
2023-11-25,Beyond Meat Vegan Burger,12
2023-11-25,Chicken Tikka Masala,15
2023-11-25,Vegan Chocolate Mousse,14
2023-11-25,Classic New York Cheesecake,22
2023-11-25,Green Detox Smoothie,10
2023-11-25,Cold Brew Coffee,0
2023-11-26,Crispy Vegetable Spring Rolls,23
2023-11-26,Truffle Parmesan Fries,21
2023-11-26,Spicy Buffalo Wings,8
2023-11-26,Grilled Salmon Quinoa Bowl,20
2023-11-26,Beyond Meat Vegan Burger,4
2023-11-26,Chicken Tikka Masala,7
2023-11-26,Vegan Chocolate Mousse,25
2023-11-26,Classic New York Cheesecake,16
2023-11-26,Green Detox Smoothie,0
2023-11-26,Cold Brew Coffee,15
2023-11-27,Crispy Vegetable Spring Rolls,3
2023-11-27,Truffle Parmesan Fries,14
2023-11-27,Spicy Buffalo Wings,3
2023-11-27,Grilled Salmon Quinoa Bowl,10
2023-11-27,Beyond Meat Vegan Burger,21
2023-11-27,Chicken Tikka Masala,5
2023-11-27,Vegan Chocolate Mousse,16
2023-11-27,Classic New York Cheesecake,2
2023-11-27,Green Detox Smoothie,25
2023-11-27,Cold Brew Coffee,14
2023-11-28,Crispy Vegetable Spring Rolls,6
2023-11-28,Truffle Parmesan Fries,25
2023-11-28,Spicy Buffalo Wings,7
2023-11-28,Grilled Salmon Quinoa Bowl,10
2023-11-28,Beyond Meat Vegan Burger,15
2023-11-28,Chicken Tikka Masala,13
2023-11-28,Vegan Chocolate Mousse,6
2023-11-28,Classic New York Cheesecake,4
2023-11-28,Green Detox Smoothie,17
2023-11-28,Cold Brew Coffee,22
2023-11-29,Crispy Vegetable Spring Rolls,10
2023-11-29,Truffle Parmesan Fries,3
2023-11-29,Spicy Buffalo Wings,5
2023-11-29,Grilled Salmon Quinoa Bowl,8
2023-11-29,Beyond Meat Vegan Burger,12
2023-11-29,Chicken Tikka Masala,19
2023-11-29,Vegan Chocolate Mousse,21
2023-11-29,Classic New York Cheesecake,12
2023-11-29,Green Detox Smoothie,1
2023-11-29,Cold Brew Coffee,13
2023-11-30,Crispy Vegetable Spring Rolls,9
2023-11-30,Truffle Parmesan Fries,3
2023-11-30,Spicy Buffalo Wings,18
2023-11-30,Grilled Salmon Quinoa Bowl,22
2023-11-30,Beyond Meat Vegan Burger,21
2023-11-30,Chicken Tikka Masala,1
2023-11-30,Vegan Chocolate Mousse,8
2023-11-30,Classic New York Cheesecake,9
2023-11-30,Green Detox Smoothie,16
2023-11-30,Cold Brew Coffee,0
2023-12-01,Crispy Vegetable Spring Rolls,24
2023-12-01,Truffle Parmesan Fries,16
2023-12-01,Spicy Buffalo Wings,15
2023-12-01,Grilled Salmon Quinoa Bowl,3
2023-12-01,Beyond Meat Vegan Burger,18
2023-12-01,Chicken Tikka Masala,2
2023-12-01,Vegan Chocolate Mousse,6
2023-12-01,Classic New York Cheesecake,21
2023-12-01,Green Detox Smoothie,0
2023-12-01,Cold Brew Coffee,11
2023-12-02,Crispy Vegetable Spring Rolls,23
2023-12-02,Truffle Parmesan Fries,25
2023-12-02,Spicy Buffalo Wings,12
2023-12-02,Grilled Salmon Quinoa Bowl,25
2023-12-02,Beyond Meat Vegan Burger,17
2023-12-02,Chicken Tikka Masala,15
2023-12-02,Vegan Chocolate Mousse,4
2023-12-02,Classic New York Cheesecake,6
2023-12-02,Green Detox Smoothie,0
2023-12-02,Cold Brew Coffee,24
2023-12-03,Crispy Vegetable Spring Rolls,7
2023-12-03,Truffle Parmesan Fries,6
2023-12-03,Spicy Buffalo Wings,9
2023-12-03,Grilled Salmon Quinoa Bowl,11
2023-12-03,Beyond Meat Vegan Burger,17
2023-12-03,Chicken Tikka Masala,12
2023-12-03,Vegan Chocolate Mousse,12
2023-12-03,Classic New York Cheesecake,7
2023-12-03,Green Detox Smoothie,20
2023-12-03,Cold Brew Coffee,21
2023-12-04,Crispy Vegetable Spring Rolls,5
2023-12-04,Truffle Parmesan Fries,4
2023-12-04,Spicy Buffalo Wings,14
2023-12-04,Grilled Salmon Quinoa Bowl,18
2023-12-04,Beyond Meat Vegan Burger,13
2023-12-04,Chicken Tikka Masala,2
2023-12-04,Vegan Chocolate Mousse,2
2023-12-04,Classic New York Cheesecake,12
2023-12-04,Green Detox Smoothie,2
2023-12-04,Cold Brew Coffee,15
2023-12-05,Crispy Vegetable Spring Rolls,21
2023-12-05,Truffle Parmesan Fries,2
2023-12-05,Spicy Buffalo Wings,13
2023-12-05,Grilled Salmon Quinoa Bowl,17
2023-12-05,Beyond Meat Vegan Burger,6
2023-12-05,Chicken Tikka Masala,13
2023-12-05,Vegan Chocolate Mousse,1
2023-12-05,Classic New York Cheesecake,19
2023-12-05,Green Detox Smoothie,19
2023-12-05,Cold Brew Coffee,24
2023-12-06,Crispy Vegetable Spring Rolls,16
2023-12-06,Truffle Parmesan Fries,4
2023-12-06,Spicy Buffalo Wings,17
2023-12-06,Grilled Salmon Quinoa Bowl,14
2023-12-06,Beyond Meat Vegan Burger,5
2023-12-06,Chicken Tikka Masala,12
2023-12-06,Vegan Chocolate Mousse,0
2023-12-06,Classic New York Cheesecake,18
2023-12-06,Green Detox Smoothie,16
2023-12-06,Cold Brew Coffee,22
2023-12-07,Crispy Vegetable Spring Rolls,7
2023-12-07,Truffle Parmesan Fries,13
2023-12-07,Spicy Buffalo Wings,16
2023-12-07,Grilled Salmon Quinoa Bowl,1
2023-12-07,Beyond Meat Vegan Burger,11
2023-12-07,Chicken Tikka Masala,13
2023-12-07,Vegan Chocolate Mousse,24
2023-12-07,Classic New York Cheesecake,9
2023-12-07,Green Detox Smoothie,15
2023-12-07,Cold Brew Coffee,3
2023-12-08,Crispy Vegetable Spring Rolls,11
2023-12-08,Truffle Parmesan Fries,13
2023-12-08,Spicy Buffalo Wings,9
2023-12-08,Grilled Salmon Quinoa Bowl,13
2023-12-08,Beyond Meat Vegan Burger,8
2023-12-08,Chicken Tikka Masala,13
2023-12-08,Vegan Chocolate Mousse,8
2023-12-08,Classic New York Cheesecake,1
2023-12-08,Green Detox Smoothie,8
2023-12-08,Cold Brew Coffee,8
2023-12-09,Crispy Vegetable Spring Rolls,7
2023-12-09,Truffle Parmesan Fries,5
2023-12-09,Spicy Buffalo Wings,23
2023-12-09,Grilled Salmon Quinoa Bowl,5
2023-12-09,Beyond Meat Vegan Burger,19
2023-12-09,Chicken Tikka Masala,24
2023-12-09,Vegan Chocolate Mousse,20
2023-12-09,Classic New York Cheesecake,0
2023-12-09,Green Detox Smoothie,24
2023-12-09,Cold Brew Coffee,12
2023-12-10,Crispy Vegetable Spring Rolls,1
2023-12-10,Truffle Parmesan Fries,17
2023-12-10,Spicy Buffalo Wings,8
2023-12-10,Grilled Salmon Quinoa Bowl,21
2023-12-10,Beyond Meat Vegan Burger,9
2023-12-10,Chicken Tikka Masala,2
2023-12-10,Vegan Chocolate Mousse,9
2023-12-10,Classic New York Cheesecake,19
2023-12-10,Green Detox Smoothie,23
2023-12-10,Cold Brew Coffee,20
2023-12-11,Crispy Vegetable Spring Rolls,16
2023-12-11,Truffle Parmesan Fries,6
2023-12-11,Spicy Buffalo Wings,6
2023-12-11,Grilled Salmon Quinoa Bowl,9
2023-12-11,Beyond Meat Vegan Burger,1
2023-12-11,Chicken Tikka Masala,10
2023-12-11,Vegan Chocolate Mousse,5
2023-12-11,Classic New York Cheesecake,24
2023-12-11,Green Detox Smoothie,11
2023-12-11,Cold Brew Coffee,16
2023-12-12,Crispy Vegetable Spring Rolls,21
2023-12-12,Truffle Parmesan Fries,19
2023-12-12,Spicy Buffalo Wings,20
2023-12-12,Grilled Salmon Quinoa Bowl,21
2023-12-12,Beyond Meat Vegan Burger,25
2023-12-12,Chicken Tikka Masala,5
2023-12-12,Vegan Chocolate Mousse,17
2023-12-12,Classic New York Cheesecake,13
2023-12-12,Green Detox Smoothie,12
2023-12-12,Cold Brew Coffee,22
2023-12-13,Crispy Vegetable Spring Rolls,2
2023-12-13,Truffle Parmesan Fries,23
2023-12-13,Spicy Buffalo Wings,16
2023-12-13,Grilled Salmon Quinoa Bowl,11
2023-12-13,Beyond Meat Vegan Burger,20
2023-12-13,Chicken Tikka Masala,0
2023-12-13,Vegan Chocolate Mousse,16
2023-12-13,Classic New York Cheesecake,25
2023-12-13,Green Detox Smoothie,22
2023-12-13,Cold Brew Coffee,14
2023-12-14,Crispy Vegetable Spring Rolls,4
2023-12-14,Truffle Parmesan Fries,8
2023-12-14,Spicy Buffalo Wings,18
2023-12-14,Grilled Salmon Quinoa Bowl,0
2023-12-14,Beyond Meat Vegan Burger,4
2023-12-14,Chicken Tikka Masala,5
2023-12-14,Vegan Chocolate Mousse,23
2023-12-14,Classic New York Cheesecake,24
2023-12-14,Green Detox Smoothie,19
2023-12-14,Cold Brew Coffee,11
2023-12-15,Crispy Vegetable Spring Rolls,18
2023-12-15,Truffle Parmesan Fries,0
2023-12-15,Spicy Buffalo Wings,9
2023-12-15,Grilled Salmon Quinoa Bowl,1
2023-12-15,Beyond Meat Vegan Burger,24
2023-12-15,Chicken Tikka Masala,7
2023-12-15,Vegan Chocolate Mousse,12
2023-12-15,Classic New York Cheesecake,0
2023-12-15,Green Detox Smoothie,20
2023-12-15,Cold Brew Coffee,4
2023-12-16,Crispy Vegetable Spring Rolls,9
2023-12-16,Truffle Parmesan Fries,20
2023-12-16,Spicy Buffalo Wings,24
2023-12-16,Grilled Salmon Quinoa Bowl,16
2023-12-16,Beyond Meat Vegan Burger,5
2023-12-16,Chicken Tikka Masala,20
2023-12-16,Vegan Chocolate Mousse,5
2023-12-16,Classic New York Cheesecake,7
2023-12-16,Green Detox Smoothie,5
2023-12-16,Cold Brew Coffee,7
2023-12-17,Crispy Vegetable Spring Rolls,12
2023-12-17,Truffle Parmesan Fries,15
2023-12-17,Spicy Buffalo Wings,12
2023-12-17,Grilled Salmon Quinoa Bowl,23
2023-12-17,Beyond Meat Vegan Burger,21
2023-12-17,Chicken Tikka Masala,5
2023-12-17,Vegan Chocolate Mousse,22
2023-12-17,Classic New York Cheesecake,5
2023-12-17,Green Detox Smoothie,19
2023-12-17,Cold Brew Coffee,16
2023-12-18,Crispy Vegetable Spring Rolls,1
2023-12-18,Truffle Parmesan Fries,14
2023-12-18,Spicy Buffalo Wings,11
2023-12-18,Grilled Salmon Quinoa Bowl,12
2023-12-18,Beyond Meat Vegan Burger,24
2023-12-18,Chicken Tikka Masala,22
2023-12-18,Vegan Chocolate Mousse,20
2023-12-18,Classic New York Cheesecake,3
2023-12-18,Green Detox Smoothie,14
2023-12-18,Cold Brew Coffee,15
2023-12-19,Crispy Vegetable Spring Rolls,25
2023-12-19,Truffle Parmesan Fries,4
2023-12-19,Spicy Buffalo Wings,8
2023-12-19,Grilled Salmon Quinoa Bowl,8
2023-12-19,Beyond Meat Vegan Burger,22
2023-12-19,Chicken Tikka Masala,6
2023-12-19,Vegan Chocolate Mousse,12
2023-12-19,Classic New York Cheesecake,1
2023-12-19,Green Detox Smoothie,17
2023-12-19,Cold Brew Coffee,16
2023-12-20,Crispy Vegetable Spring Rolls,19
2023-12-20,Truffle Parmesan Fries,17
2023-12-20,Spicy Buffalo Wings,16
2023-12-20,Grilled Salmon Quinoa Bowl,10
2023-12-20,Beyond Meat Vegan Burger,19
2023-12-20,Chicken Tikka Masala,16
2023-12-20,Vegan Chocolate Mousse,20
2023-12-20,Classic New York Cheesecake,18
2023-12-20,Green Detox Smoothie,17
2023-12-20,Cold Brew Coffee,24
2023-12-21,Crispy Vegetable Spring Rolls,19
2023-12-21,Truffle Parmesan Fries,0
2023-12-21,Spicy Buffalo Wings,22
2023-12-21,Grilled Salmon Quinoa Bowl,20
2023-12-21,Beyond Meat Vegan Burger,20
2023-12-21,Chicken Tikka Masala,16
2023-12-21,Vegan Chocolate Mousse,3
2023-12-21,Classic New York Cheesecake,8
2023-12-21,Green Detox Smoothie,22
2023-12-21,Cold Brew Coffee,11
2023-12-22,Crispy Vegetable Spring Rolls,15
2023-12-22,Truffle Parmesan Fries,17
2023-12-22,Spicy Buffalo Wings,25
2023-12-22,Grilled Salmon Quinoa Bowl,23
2023-12-22,Beyond Meat Vegan Burger,18
2023-12-22,Chicken Tikka Masala,22
2023-12-22,Vegan Chocolate Mousse,22
2023-12-22,Classic New York Cheesecake,4
2023-12-22,Green Detox Smoothie,22
2023-12-22,Cold Brew Coffee,16
2023-12-23,Crispy Vegetable Spring Rolls,8
2023-12-23,Truffle Parmesan Fries,17
2023-12-23,Spicy Buffalo Wings,17
2023-12-23,Grilled Salmon Quinoa Bowl,3
2023-12-23,Beyond Meat Vegan Burger,24
2023-12-23,Chicken Tikka Masala,15
2023-12-23,Vegan Chocolate Mousse,2
2023-12-23,Classic New York Cheesecake,8
2023-12-23,Green Detox Smoothie,12
2023-12-23,Cold Brew Coffee,15
2023-12-24,Crispy Vegetable Spring Rolls,20
2023-12-24,Truffle Parmesan Fries,15
2023-12-24,Spicy Buffalo Wings,23
2023-12-24,Grilled Salmon Quinoa Bowl,10
2023-12-24,Beyond Meat Vegan Burger,12
2023-12-24,Chicken Tikka Masala,0
2023-12-24,Vegan Chocolate Mousse,4
2023-12-24,Classic New York Cheesecake,23
2023-12-24,Green Detox Smoothie,11
2023-12-24,Cold Brew Coffee,4
2023-12-25,Crispy Vegetable Spring Rolls,18
2023-12-25,Truffle Parmesan Fries,3
2023-12-25,Spicy Buffalo Wings,3
2023-12-25,Grilled Salmon Quinoa Bowl,13
2023-12-25,Beyond Meat Vegan Burger,23
2023-12-25,Chicken Tikka Masala,13
2023-12-25,Vegan Chocolate Mousse,17
2023-12-25,Classic New York Cheesecake,25
2023-12-25,Green Detox Smoothie,15
2023-12-25,Cold Brew Coffee,3
2023-12-26,Crispy Vegetable Spring Rolls,0
2023-12-26,Truffle Parmesan Fries,12
2023-12-26,Spicy Buffalo Wings,19
2023-12-26,Grilled Salmon Quinoa Bowl,2
2023-12-26,Beyond Meat Vegan Burger,13
2023-12-26,Chicken Tikka Masala,4
2023-12-26,Vegan Chocolate Mousse,25
2023-12-26,Classic New York Cheesecake,9
2023-12-26,Green Detox Smoothie,23
2023-12-26,Cold Brew Coffee,15
2023-12-27,Crispy Vegetable Spring Rolls,20
2023-12-27,Truffle Parmesan Fries,19
2023-12-27,Spicy Buffalo Wings,6
2023-12-27,Grilled Salmon Quinoa Bowl,13
2023-12-27,Beyond Meat Vegan Burger,22
2023-12-27,Chicken Tikka Masala,23
2023-12-27,Vegan Chocolate Mousse,21
2023-12-27,Classic New York Cheesecake,22
2023-12-27,Green Detox Smoothie,25
2023-12-27,Cold Brew Coffee,19
2023-12-28,Crispy Vegetable Spring Rolls,19
2023-12-28,Truffle Parmesan Fries,21
2023-12-28,Spicy Buffalo Wings,0
2023-12-28,Grilled Salmon Quinoa Bowl,19
2023-12-28,Beyond Meat Vegan Burger,14
2023-12-28,Chicken Tikka Masala,9
2023-12-28,Vegan Chocolate Mousse,25
2023-12-28,Classic New York Cheesecake,6
2023-12-28,Green Detox Smoothie,16
2023-12-28,Cold Brew Coffee,8
2023-12-29,Crispy Vegetable Spring Rolls,5
2023-12-29,Truffle Parmesan Fries,14
2023-12-29,Spicy Buffalo Wings,6
2023-12-29,Grilled Salmon Quinoa Bowl,0
2023-12-29,Beyond Meat Vegan Burger,12
2023-12-29,Chicken Tikka Masala,0
2023-12-29,Vegan Chocolate Mousse,20
2023-12-29,Classic New York Cheesecake,24
2023-12-29,Green Detox Smoothie,6
2023-12-29,Cold Brew Coffee,16
2023-12-30,Crispy Vegetable Spring Rolls,24
2023-12-30,Truffle Parmesan Fries,13
2023-12-30,Spicy Buffalo Wings,12
2023-12-30,Grilled Salmon Quinoa Bowl,24
2023-12-30,Beyond Meat Vegan Burger,11
2023-12-30,Chicken Tikka Masala,7
2023-12-30,Vegan Chocolate Mousse,12
2023-12-30,Classic New York Cheesecake,12
2023-12-30,Green Detox Smoothie,7
2023-12-30,Cold Brew Coffee,4
2023-12-31,Crispy Vegetable Spring Rolls,3
2023-12-31,Truffle Parmesan Fries,6
2023-12-31,Spicy Buffalo Wings,4
2023-12-31,Grilled Salmon Quinoa Bowl,14
2023-12-31,Beyond Meat Vegan Burger,18
2023-12-31,Chicken Tikka Masala,14
2023-12-31,Vegan Chocolate Mousse,21
2023-12-31,Classic New York Cheesecake,13
2023-12-31,Green Detox Smoothie,14
2023-12-31,Cold Brew Coffee,14
2024-01-01,Crispy Vegetable Spring Rolls,22
2024-01-01,Truffle Parmesan Fries,11
2024-01-01,Spicy Buffalo Wings,3
2024-01-01,Grilled Salmon Quinoa Bowl,2
2024-01-01,Beyond Meat Vegan Burger,13
2024-01-01,Chicken Tikka Masala,19
2024-01-01,Vegan Chocolate Mousse,22
2024-01-01,Classic New York Cheesecake,17
2024-01-01,Green Detox Smoothie,12
2024-01-01,Cold Brew Coffee,24
2024-01-02,Crispy Vegetable Spring Rolls,13
2024-01-02,Truffle Parmesan Fries,17
2024-01-02,Spicy Buffalo Wings,5
2024-01-02,Grilled Salmon Quinoa Bowl,7
2024-01-02,Beyond Meat Vegan Burger,9
2024-01-02,Chicken Tikka Masala,18
2024-01-02,Vegan Chocolate Mousse,1
2024-01-02,Classic New York Cheesecake,19
2024-01-02,Green Detox Smoothie,2
2024-01-02,Cold Brew Coffee,5
2024-01-03,Crispy Vegetable Spring Rolls,7
2024-01-03,Truffle Parmesan Fries,23
2024-01-03,Spicy Buffalo Wings,3
2024-01-03,Grilled Salmon Quinoa Bowl,10
2024-01-03,Beyond Meat Vegan Burger,23
2024-01-03,Chicken Tikka Masala,14
2024-01-03,Vegan Chocolate Mousse,17
2024-01-03,Classic New York Cheesecake,21
2024-01-03,Green Detox Smoothie,15
2024-01-03,Cold Brew Coffee,17
2024-01-04,Crispy Vegetable Spring Rolls,12
2024-01-04,Truffle Parmesan Fries,6
2024-01-04,Spicy Buffalo Wings,20
2024-01-04,Grilled Salmon Quinoa Bowl,1
2024-01-04,Beyond Meat Vegan Burger,11
2024-01-04,Chicken Tikka Masala,12
2024-01-04,Vegan Chocolate Mousse,20
2024-01-04,Classic New York Cheesecake,24
2024-01-04,Green Detox Smoothie,6
2024-01-04,Cold Brew Coffee,25
2024-01-05,Crispy Vegetable Spring Rolls,2
2024-01-05,Truffle Parmesan Fries,14
2024-01-05,Spicy Buffalo Wings,6
2024-01-05,Grilled Salmon Quinoa Bowl,8
2024-01-05,Beyond Meat Vegan Burger,22
2024-01-05,Chicken Tikka Masala,5
2024-01-05,Vegan Chocolate Mousse,13
2024-01-05,Classic New York Cheesecake,13
2024-01-05,Green Detox Smoothie,14
2024-01-05,Cold Brew Coffee,25
2024-01-06,Crispy Vegetable Spring Rolls,7
2024-01-06,Truffle Parmesan Fries,18
2024-01-06,Spicy Buffalo Wings,8
2024-01-06,Grilled Salmon Quinoa Bowl,22
2024-01-06,Beyond Meat Vegan Burger,16
2024-01-06,Chicken Tikka Masala,20
2024-01-06,Vegan Chocolate Mousse,22
2024-01-06,Classic New York Cheesecake,2
2024-01-06,Green Detox Smoothie,6
2024-01-06,Cold Brew Coffee,5
2024-01-07,Crispy Vegetable Spring Rolls,9
2024-01-07,Truffle Parmesan Fries,20
2024-01-07,Spicy Buffalo Wings,13
2024-01-07,Grilled Salmon Quinoa Bowl,17
2024-01-07,Beyond Meat Vegan Burger,19
2024-01-07,Chicken Tikka Masala,12
2024-01-07,Vegan Chocolate Mousse,17
2024-01-07,Classic New York Cheesecake,3
2024-01-07,Green Detox Smoothie,11
2024-01-07,Cold Brew Coffee,21
2024-01-08,Crispy Vegetable Spring Rolls,13
2024-01-08,Truffle Parmesan Fries,21
2024-01-08,Spicy Buffalo Wings,6
2024-01-08,Grilled Salmon Quinoa Bowl,2
2024-01-08,Beyond Meat Vegan Burger,1
2024-01-08,Chicken Tikka Masala,2
2024-01-08,Vegan Chocolate Mousse,5
2024-01-08,Classic New York Cheesecake,25
2024-01-08,Green Detox Smoothie,14
2024-01-08,Cold Brew Coffee,5
2024-01-09,Crispy Vegetable Spring Rolls,11
2024-01-09,Truffle Parmesan Fries,13
2024-01-09,Spicy Buffalo Wings,12
2024-01-09,Grilled Salmon Quinoa Bowl,1
2024-01-09,Beyond Meat Vegan Burger,20
2024-01-09,Chicken Tikka Masala,17
2024-01-09,Vegan Chocolate Mousse,25
2024-01-09,Classic New York Cheesecake,20
2024-01-09,Green Detox Smoothie,12
2024-01-09,Cold Brew Coffee,22
2024-01-10,Crispy Vegetable Spring Rolls,12
2024-01-10,Truffle Parmesan Fries,11
2024-01-10,Spicy Buffalo Wings,12
2024-01-10,Grilled Salmon Quinoa Bowl,22
2024-01-10,Beyond Meat Vegan Burger,1
2024-01-10,Chicken Tikka Masala,17
2024-01-10,Vegan Chocolate Mousse,1
2024-01-10,Classic New York Cheesecake,2
2024-01-10,Green Detox Smoothie,12
2024-01-10,Cold Brew Coffee,20
2024-01-11,Crispy Vegetable Spring Rolls,25
2024-01-11,Truffle Parmesan Fries,24
2024-01-11,Spicy Buffalo Wings,8
2024-01-11,Grilled Salmon Quinoa Bowl,7
2024-01-11,Beyond Meat Vegan Burger,13
2024-01-11,Chicken Tikka Masala,10
2024-01-11,Vegan Chocolate Mousse,12
2024-01-11,Classic New York Cheesecake,13
2024-01-11,Green Detox Smoothie,18
2024-01-11,Cold Brew Coffee,9
2024-01-12,Crispy Vegetable Spring Rolls,10
2024-01-12,Truffle Parmesan Fries,9
2024-01-12,Spicy Buffalo Wings,20
2024-01-12,Grilled Salmon Quinoa Bowl,18
2024-01-12,Beyond Meat Vegan Burger,19
2024-01-12,Chicken Tikka Masala,0
2024-01-12,Vegan Chocolate Mousse,20
2024-01-12,Classic New York Cheesecake,6
2024-01-12,Green Detox Smoothie,2
2024-01-12,Cold Brew Coffee,19
2024-01-13,Crispy Vegetable Spring Rolls,11
2024-01-13,Truffle Parmesan Fries,0
2024-01-13,Spicy Buffalo Wings,15
2024-01-13,Grilled Salmon Quinoa Bowl,4
2024-01-13,Beyond Meat Vegan Burger,17
2024-01-13,Chicken Tikka Masala,17
2024-01-13,Vegan Chocolate Mousse,2
2024-01-13,Classic New York Cheesecake,19
2024-01-13,Green Detox Smoothie,21
2024-01-13,Cold Brew Coffee,13
2024-01-14,Crispy Vegetable Spring Rolls,2
2024-01-14,Truffle Parmesan Fries,12
2024-01-14,Spicy Buffalo Wings,13
2024-01-14,Grilled Salmon Quinoa Bowl,24
2024-01-14,Beyond Meat Vegan Burger,10
2024-01-14,Chicken Tikka Masala,12
2024-01-14,Vegan Chocolate Mousse,20
2024-01-14,Classic New York Cheesecake,9
2024-01-14,Green Detox Smoothie,6
2024-01-14,Cold Brew Coffee,16
2024-01-15,Crispy Vegetable Spring Rolls,5
2024-01-15,Truffle Parmesan Fries,20
2024-01-15,Spicy Buffalo Wings,22
2024-01-15,Grilled Salmon Quinoa Bowl,18
2024-01-15,Beyond Meat Vegan Burger,22
2024-01-15,Chicken Tikka Masala,24
2024-01-15,Vegan Chocolate Mousse,23
2024-01-15,Classic New York Cheesecake,0
2024-01-15,Green Detox Smoothie,11
2024-01-15,Cold Brew Coffee,17
2024-01-16,Crispy Vegetable Spring Rolls,19
2024-01-16,Truffle Parmesan Fries,24
2024-01-16,Spicy Buffalo Wings,13
2024-01-16,Grilled Salmon Quinoa Bowl,17
2024-01-16,Beyond Meat Vegan Burger,13
2024-01-16,Chicken Tikka Masala,5
2024-01-16,Vegan Chocolate Mousse,4
2024-01-16,Classic New York Cheesecake,23
2024-01-16,Green Detox Smoothie,3
2024-01-16,Cold Brew Coffee,22
2024-01-17,Crispy Vegetable Spring Rolls,21
